College,Course,Category,Cutoff Rank,Score
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,30177,87.6216398
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,98137,49.6513702
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,21084,91.4590348
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,15544,93.8260094
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,14006,94.4089337
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,16420,93.4566198
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,14227,94.3894513
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,13040,94.8759338
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,39511,83.4053417
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,130602,18.9046135
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,22378,90.9347270
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,20945,91.4895289
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,18787,92.4624424
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,15296,93.9473684
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,141956,2.5710198
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,8341,96.7539502
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,21380,91.3397650
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,42185,82.2515860
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,9654,96.2372349
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,9668,96.2372349
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,11624,95.4434895
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,115116,36.0298810
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,27144,88.9154021
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,11651,95.4015941
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,17543,93.0014674
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,6902,97.3598096
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,33589,86.1075077
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,29652,87.9332333
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,10953,95.7239057
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,23503,90.4938272
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,60857,73.2701208
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,109615,40.6521983
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,61427,73.1851907
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,30172,87.6216398
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,25540,89.5398277
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,24070,90.1850615
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,56046,75.8673530
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,27705,88.6736154
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,142971,0.6358882
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,18071,92.7333060
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,27304,88.8028432
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,25898,89.4065093
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,18414,92.5725251
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,17705,92.9051391
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,37362,84.4494892
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,18612,92.4956109
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,40050,83.3483950
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,16142,93.5395473
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,44223,81.2344165
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Electronics and Telecommunication Engg,EWS,22772,90.7704894
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,78970,63.3857031
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,116515,34.1818319
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,143096,0.3188297
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,101644,47.3478734
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,91661,54.6979992
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,99810,49.2213366
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,89951,55.8997381
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,108924,41.1609401
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,58895,74.1935484
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,104914,44.6898706
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,34321,85.9219677
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,61502,73.1851907
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,86249,58.5474069
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,50318,78.4161664
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,40308,83.2892137
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,36600,84.7409510
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,53872,76.8390440
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,26659,89.1600241
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Chemical Engineering,EWS,65446,71.1698646
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,72644,66.9527897
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,122571,28.3793174
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,106218,43.5071268
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,82250,61.2935921
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,83188,60.7504090
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,81025,61.6397637
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,107375,42.9215913
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,120692,30.0860456
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,123318,27.3241113
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,97865,50.2663166
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,86264,58.5474069
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,119114,32.3095051
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,53265,76.9213416
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,74547,65.9622938
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,107033,43.1162283
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,60752,73.3779089
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,59833,73.6426530
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,61091,73.2522683
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,82652,60.9799222
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,97177,50.8083922
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,109644,40.6521983
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,100726,48.0589023
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,96326,51.4762755
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,47399,79.7907966
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Mechanical Engineering,EWS,68397,69.3042857
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,17104,93.1853888
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,43718,81.5104589
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,123299,27.3241113
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,54590,76.6367377
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,40674,83.1704016
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,18294,92.6711629
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,19475,92.1581140
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,17298,93.1024197
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,46866,80.0793682
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,117572,33.3408586
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,28524,88.2793393
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,30411,87.5056399
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,26059,89.3970979
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,19714,92.1314889
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,12829,94.9011991
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,27075,88.9154021
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,70162,68.4014140
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,13017,94.8759338
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,14632,94.2084790
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,15824,93.7088460
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,25371,89.6939217
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,10307,95.9738402
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,46955,80.0408747
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,32569,86.6370673
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Artificial Intelligence and Data Science,EWS,15461,93.8565297
"Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Civil Engineering,EWS,131801,17.7025465
"Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Civil Engineering,EWS,137824,9.2832820
"Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Civil Engineering,EWS,140566,5.0035420
"Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Civil Engineering,EWS,141291,3.8430355
"Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Civil Engineering,EWS,142573,1.4242154
"Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Civil Engineering,EWS,120253,30.5964599
"Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Computer Science and Engineering,EWS,53939,76.8390440
"Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Computer Science and Engineering,EWS,105381,44.0513989
"Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Computer Science and Engineering,EWS,111330,39.4392454
"Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Computer Science and Engineering,EWS,61208,73.2522683
